gene,pvalue,log2fc,fold_change,adj_pvalue,significant
GENE_000032,0.7664987823243602,0.13619036453811723,1.0989992216637952,0.7664987823243602,False
GENE_000033,0.9488302530230774,-0.030452910601841146,0.9791128728005027,0.9488302530230774,False
GENE_000034,0.5179031854140725,-0.351750081197923,0.7836329243255806,0.5179031854140725,False
GENE_000035,0.43146131777427776,0.4322787597886588,1.3493632352237965,0.43146131777427776,False
GENE_000036,0.6505119942439677,0.2066815434572605,1.1540306518417722,0.6505119942439677,False
GENE_000037,0.8461343605706511,0.07932749785949426,1.0565254338619117,0.8461343605706511,False
GENE_000038,0.7934926633740589,-0.08739109540637621,0.9412232768621537,0.7934926633740589,False
GENE_000039,0.6995710320814745,-0.179142558875874,0.8832277716504175,0.6995710320814745,False
GENE_000040,0.795507446087984,-0.09636970245247725,0.9353837673439623,0.795507446087984,False
GENE_000041,0.6404161082141512,0.21997583923528183,1.164714080878079,0.6404161082141512,False
GENE_000042,0.2662111642550492,0.4293719130008715,1.346647177313386,0.2662111642550492,False
GENE_000043,0.8944296684509795,-0.07184855335205889,0.9514181460356005,0.8944296684509795,False
GENE_000044,0.15548398943450495,-0.7524031030864329,0.5936139483273939,0.15548398943450495,False
GENE_000045,0.6813712731930178,-0.2041299114401265,0.8680620570478058,0.6813712731930178,False
GENE_000046,0.8076136541956894,-0.12837749289198816,0.9148597563107785,0.8076136541956894,False
GENE_000047,0.5707573136936909,0.22841669879713347,1.1715485149262819,0.5707573136936909,False
GENE_000048,0.2802641011508606,-0.34512451361474844,0.7872400298936408,0.2802641011508606,False
GENE_000049,0.9277166076641112,0.03305348619274684,1.0231754020352875,0.9277166076641112,False
GENE_000050,0.14743799571561486,-0.7438767482478146,0.5971326053548435,0.14743799571561486,False
GENE_000051,0.7164499071194221,-0.16451409596636962,0.8922289742251722,0.7164499071194221,False
GENE_000052,0.07959819373281436,0.5887426625422275,1.5039354663821773,0.07959819373281436,False
GENE_000053,0.7339327550780619,-0.17224925478298722,0.8874579976834347,0.7339327550780619,False
GENE_000054,0.17812557945199392,0.5804691889657401,1.4953354780968755,0.17812557945199392,False
GENE_000055,0.048046943456474596,-1.1129106127123267,0.4623602853406056,0.048046943456474596,True
GENE_000056,0.21871174585529118,0.5476510872709068,1.4617038956685513,0.21871174585529118,False
GENE_000057,0.06764715081995315,-0.5734737240496668,0.671996803645481,0.06764715081995315,False
GENE_000058,0.3802694773191409,0.4155484019375185,1.3338055912654574,0.3802694773191409,False
GENE_000059,0.32613768239365415,0.4011431537559387,1.3205538686141478,0.32613768239365415,False
GENE_000060,0.5268399169672241,0.22842220686831363,1.171552987794592,0.5268399169672241,False
GENE_000061,0.6047836474499315,0.24783115670282702,1.1874206902322737,0.6047836474499315,False
GENE_000062,0.017989928701405675,-1.045153162904071,0.4845934591456822,0.017989928701405675,True
GENE_000063,0.39553856187458825,0.40934173941509866,1.3280797109532418,0.39553856187458825,False
GENE_000064,0.05437911866412642,-0.6336860544263809,0.6445275559397841,0.05437911866412642,False
GENE_000065,0.8066428285511543,-0.14580053027683973,0.9038776899373446,0.8066428285511543,False
GENE_000066,0.8319215936673734,-0.10163640325085066,0.9319752817687701,0.8319215936673734,False
GENE_000067,0.5667991803902566,-0.244367455378392,0.8441858453477027,0.5667991803902566,False
GENE_000068,0.1698336237600219,0.43997266094175047,1.356578620051258,0.1698336237600219,False
GENE_000069,0.5152544889819218,-0.27710975267633764,0.8252426259914074,0.5152544889819218,False
GENE_000070,0.49394902095385357,-0.22582922828538018,0.8551033904322067,0.49394902095385357,False
GENE_000071,0.8117458505376742,0.10952109888121475,1.0788700472670054,0.8117458505376742,False
GENE_000072,0.15410698948831306,0.630662923030809,1.548276268059099,0.15410698948831306,False
GENE_000073,0.6554112280621159,0.15505101771516475,1.1134609926146493,0.6554112280621159,False
GENE_000074,0.1217862690080685,-0.6719851121801172,0.627642472533252,0.1217862690080685,False
GENE_000075,0.04489805171020904,-0.9506722311257604,0.5173913246141538,0.04489805171020904,True
GENE_000076,0.6033184995740027,-0.1800351983220964,0.8826814607030993,0.6033184995740027,False
GENE_000077,0.2443851395600502,0.6228486919828111,1.5399128359070478,0.2443851395600502,False
GENE_000078,0.4108352670870733,0.3521505195456932,1.2764619379624833,0.4108352670870733,False
GENE_000079,0.7966344462110466,0.10045706059018143,1.0721130651569655,0.7966344462110466,False
GENE_000080,0.7021570285247186,0.11727851548923449,1.084686789831084,0.7021570285247186,False
GENE_000081,0.6784544075826726,0.1152778650909453,1.0831836481285173,0.6784544075826726,False
GENE_000082,0.5509474529020287,0.21564331765239395,1.1612216037103786,0.5509474529020287,False
GENE_000083,0.3001054032089556,0.42852870685100486,1.3458603378336764,0.3001054032089556,False
GENE_000084,0.8518514282044524,0.08361502147181195,1.059669976143388,0.8518514282044524,False
GENE_000085,0.036059919442527295,0.6895209008841655,1.612747858196524,0.036059919442527295,True
GENE_000086,0.646109089927666,0.2114651313168367,1.1578634571633921,0.646109089927666,False
GENE_000087,0.03291019551255456,1.1462084588518102,2.2133144907908546,0.03291019551255456,True
GENE_000088,0.6548554119061276,-0.2830345981244628,0.8218604775355142,0.6548554119061276,False
GENE_000089,0.2444927128681013,0.519664646819349,1.433621965129422,0.2444927128681013,False
GENE_000090,0.7842658988819087,-0.08652688382036693,0.9417872628155896,0.7842658988819087,False
GENE_000091,0.1561040056730442,0.7168658563101664,1.64360754268502,0.1561040056730442,False
GENE_000092,0.5102721914294568,-0.3474906173101921,0.7859499686785535,0.5102721914294568,False
GENE_000093,0.21000667655692312,-0.5783784598607937,0.6697160926269549,0.21000667655692312,False
GENE_000094,0.8185912587647021,0.08881574338926164,1.063496837646451,0.8185912587647021,False
GENE_000095,0.5214859235841421,-0.363269367227467,0.7774008729324553,0.5214859235841421,False
GENE_000096,0.1855061881499991,0.7513523066920452,1.6833699939914701,0.1855061881499991,False
GENE_000097,0.38131487580344997,0.31367248444231466,1.242867485466638,0.38131487580344997,False
GENE_000098,0.04057107261780795,-0.6762614879909417,0.6257847957636472,0.04057107261780795,True
GENE_000099,0.4707361344370563,-0.4299812122788553,0.7422714515973128,0.4707361344370563,False
GENE_000100,0.6153277724661744,-0.23901830209790362,0.847321685714732,0.6153277724661744,False
GENE_000101,0.3891729567870048,0.3385291544262896,1.2644667969420815,0.3891729567870048,False
GENE_000102,0.5486153672992172,0.2811157956359386,1.2151343188254946,0.5486153672992172,False
GENE_000103,0.8423486495415835,0.07270485563048946,1.0516866047395792,0.8423486495415835,False
GENE_000104,0.9233290529279976,-0.040618272194138376,0.9722382019108758,0.9233290529279976,False
GENE_000105,0.47223282779283415,-0.32377438909071954,0.7989768519311303,0.47223282779283415,False
GENE_000106,0.28879240780933935,-0.4384918890255916,0.737905569942084,0.28879240780933935,False
GENE_000107,0.4102323100498523,-0.33675540569317386,0.7918200995561683,0.4102323100498523,False
GENE_000108,0.6624068867180556,0.20592940693633519,1.1534291647949042,0.6624068867180556,False
GENE_000109,0.11278676928916807,-0.6358737579484381,0.6435509346751512,0.11278676928916807,False
GENE_000110,0.26854770471110145,-0.42043061814293897,0.7472015649975814,0.26854770471110145,False
GENE_000111,0.47166810299290757,-0.27622891642664377,0.8257466310302577,0.47166810299290757,False
GENE_000112,0.26702607470571776,0.47923501373883265,1.3940043022535618,0.26702607470571776,False
GENE_000113,0.6819998817989662,-0.14434098434031298,0.9047925877689615,0.6819998817989662,False
GENE_000114,0.8744140711159255,0.060337901025661805,1.0427099507039912,0.8744140711159255,False
GENE_000115,0.7394226936511599,-0.11771749316774528,0.9216446438909632,0.7394226936511599,False
GENE_000116,0.2128895099174353,0.4933965574095207,1.4077552755724394,0.2128895099174353,False
GENE_000117,0.12506703946867545,-0.7578517544134435,0.5913762644656205,0.12506703946867545,False
GENE_000118,0.43899108172555745,-0.5512874472649737,0.6824108796273646,0.43899108172555745,False
GENE_000119,0.5635401263157838,-0.21750419319153397,0.8600520070314142,0.5635401263157838,False
GENE_000120,0.5054597239799693,0.24946604386873752,1.1887670587747619,0.5054597239799693,False
GENE_000121,0.9371616384001156,0.03493226405606649,1.0245087202166157,0.9371616384001156,False
GENE_000122,0.2921338934203864,-0.3351968765623778,0.7926759571531864,0.2921338934203864,False
GENE_000123,0.9518822544309122,-0.023998624571564972,0.9835030116723378,0.9518822544309122,False
GENE_000124,0.07134149225458496,-0.5417615018583354,0.6869316669664195,0.07134149225458496,False
GENE_000125,0.9035627824980516,-0.05713566142890126,0.9611705420657122,0.9035627824980516,False
GENE_000126,0.23849113174733583,-0.4051593825096181,0.7551528622548767,0.23849113174733583,False
GENE_000127,0.3863379419311645,0.35707174200463593,1.2808235522429174,0.3863379419311645,False
GENE_000128,0.26726138758526974,0.37074497249203686,1.293020342411702,0.26726138758526974,False
GENE_000129,0.09735778219193346,0.5712865925744678,1.4858480563023981,0.09735778219193346,False
GENE_000130,0.5324985386277128,-0.34758124558985476,0.7859005978452704,0.5324985386277128,False
GENE_000131,0.6073983904279103,0.22150246321712477,1.1659472046426935,0.6073983904279103,False
GENE_000132,0.025445873393599917,0.9591773426683626,1.9442009513414737,0.025445873393599917,True
GENE_000133,0.3961245594737534,0.3272150611879989,1.2545892110116985,0.3961245594737534,False
GENE_000134,0.5832121219017009,-0.3514739003071606,0.7837829526751328,0.5832121219017009,False
GENE_000135,0.9636308351062568,0.02455767065492206,1.0171677813204953,0.9636308351062568,False
GENE_000136,0.14499875082961616,-0.7719430545637092,0.5856282058171115,0.14499875082961616,False
GENE_000137,0.6980736578075808,0.13682821856868604,1.0994852260179757,0.6980736578075808,False
GENE_000138,0.5512166990295457,0.23454362208671176,1.1765344968768845,0.5512166990295457,False
GENE_000139,0.7061870472872397,-0.11925559869681923,0.9206625712542829,0.7061870472872397,False
GENE_000140,0.774619389346587,0.1760492241014422,1.1297857616910578,0.774619389346587,False
GENE_000141,0.06602608792839709,0.526588954117486,1.4405192643935367,0.06602608792839709,False
GENE_000142,0.17437396841581684,0.4040878043848171,1.32325197237445,0.17437396841581684,False
GENE_000143,0.5011454039174674,0.2658095599785469,1.2023105298692027,0.5011454039174674,False
GENE_000144,0.4103191292315019,0.3480505101621961,1.2728394978496165,0.4103191292315019,False
GENE_000145,0.6974556708614631,-0.13372709450702455,0.9114736820401376,0.6974556708614631,False
GENE_000146,0.8370353879370923,-0.0964989849675452,0.9352999496663467,0.8370353879370923,False
GENE_000147,0.3066316004653842,0.43189254923039616,1.3490020580066664,0.3066316004653842,False
GENE_000148,0.7709510586289018,-0.12510235058888652,0.9169389895571612,0.7709510586289018,False
GENE_000149,0.7536835609397332,0.12673479363238416,1.0918198212844363,0.7536835609397332,False
GENE_000150,0.2302010484619864,0.9386545771989194,1.916739899229951,0.2302010484619864,False
GENE_000151,0.16310633779700168,-0.576241847978425,0.670708667934348,0.16310633779700168,False
GENE_000152,0.8364676557641075,-0.07037501762493273,0.9523903992095696,0.8364676557641075,False
GENE_000153,0.48829194394208353,0.2912345307083278,1.2236869527754197,0.48829194394208353,False
GENE_000154,0.8479871184022513,-0.06120767019832678,0.9584614618570939,0.8479871184022513,False
GENE_000155,0.07455019300267404,0.9114660292610272,1.88095590618923,0.07455019300267404,False
GENE_000156,0.8183401241860205,-0.10266887722318922,0.931308546277587,0.8183401241860205,False
GENE_000157,0.12042671935394882,-0.5524162259777161,0.6818771634992419,0.12042671935394882,False
GENE_000158,0.9905890376457543,0.005264325590973463,1.003655617972828,0.9905890376457543,False
GENE_000159,0.08653916010863366,0.909713972457302,1.8786729973264364,0.08653916010863366,False
GENE_000160,0.3127676904727436,0.5857749652377022,1.5008449741378485,0.3127676904727436,False
GENE_000161,0.6250810128459032,-0.2024266143456404,0.8690875272310498,0.6250810128459032,False
GENE_000162,0.34056827217801966,-0.3924676246970594,0.7618254425777419,0.34056827217801966,False
GENE_000163,0.47480342742530846,0.31441026198359845,1.243503236053448,0.47480342742530846,False
GENE_000164,0.8719457662230687,-0.04715067843238746,0.9678459375294663,0.8719457662230687,False
GENE_000165,0.5838607192463982,-0.3290555774622346,0.7960574313800727,0.5838607192463982,False
GENE_000166,0.8419025705511214,-0.06952913598031052,0.9529489689372118,0.8419025705511214,False
GENE_000167,0.7020303384782163,-0.17753080653612036,0.8842150488380006,0.7020303384782163,False
GENE_000168,0.7966381339563413,-0.13401370619826442,0.9112926229400227,0.7966381339563413,False
GENE_000169,0.8417830146992927,0.09487974502106893,1.0679763838073688,0.8417830146992927,False
GENE_000170,0.6306171686594636,-0.17455016265062484,0.8860437475687882,0.6306171686594636,False
GENE_000171,0.8762202938977176,-0.05091592769102609,0.965323276948499,0.8762202938977176,False
GENE_000172,0.40653475516831117,0.34122938305693545,1.2668356597916248,0.40653475516831117,False
GENE_000173,0.4395579484907041,-0.33268585836539605,0.7940568151121298,0.4395579484907041,False
GENE_000174,0.9262901686368005,-0.047522800928229886,0.9675963277429535,0.9262901686368005,False
GENE_000175,0.2068132696618277,-0.5374230935602757,0.6890004863648374,0.2068132696618277,False
GENE_000176,0.23201216092969276,-0.586363837178302,0.6660194261175602,0.23201216092969276,False
GENE_000177,0.9614537536397538,-0.0268282897169601,0.9815758845524686,0.9614537536397538,False
GENE_000178,0.3150923168469424,-0.44339415530310144,0.7354024279196525,0.3150923168469424,False
GENE_000179,0.6766933318238059,-0.15930225369460124,0.895458046338642,0.6766933318238059,False
GENE_000180,0.415375342524222,-0.2825391086747335,0.822142791622724,0.415375342524222,False
GENE_000181,0.8165551575848021,-0.11407518909300164,0.9239744163176743,0.8165551575848021,False
GENE_000182,0.5388087436979391,-0.28405192799064166,0.8212811392400108,0.5388087436979391,False
GENE_000183,0.662298892044535,-0.2682377224959274,0.8303331932728789,0.662298892044535,False
GENE_000184,0.8489666841925815,-0.10990347546699443,0.9266500579945139,0.8489666841925815,False
GENE_000185,0.7592093802547932,0.12375599578976258,1.0895678171191217,0.7592093802547932,False
GENE_000186,0.23265305680284823,-0.5333265610230078,0.6909596834846164,0.23265305680284823,False
GENE_000187,0.5213456303161167,-0.23558128324675282,0.8493427173999457,0.5213456303161167,False
GENE_000188,0.30156902420595894,0.5593570222201811,1.473612313982691,0.30156902420595894,False
GENE_000189,0.9163267265708093,0.0415588857491955,1.029225342364135,0.9163267265708093,False
GENE_000190,0.6050929961261462,-0.2959812569324927,0.8145181449804428,0.6050929961261462,False
GENE_000191,0.11481051406625636,-0.9500852028165399,0.5176018924377958,0.11481051406625636,False
GENE_000192,0.8488364105602668,0.061827140944220316,1.0437868567623187,0.8488364105602668,False
GENE_000193,0.37225829425362655,0.3121122223621136,1.2415240617229597,0.37225829425362655,False
GENE_000194,0.8766934319839673,-0.06797367410282042,0.9539769582944942,0.8766934319839673,False
GENE_000195,0.5824197713094178,0.27227119453627135,1.2077075922798075,0.5824197713094178,False
GENE_000196,0.7036604022810549,-0.16206864620596803,0.8937426353507759,0.7036604022810549,False
GENE_000197,0.17528044462020229,-0.5088196120711921,0.7027972191302275,0.17528044462020229,False
GENE_000198,0.9803867759031618,-0.011287932119167192,0.9922063310424533,0.9803867759031618,False
GENE_000199,0.3801104396697274,-0.35222957636938373,0.7833725187944681,0.3801104396697274,False
GENE_000200,0.44475943167107473,0.7320835107404344,1.66103619486831,0.44475943167107473,False
GENE_000201,0.8006722146816612,0.12438073179326267,1.090039739200387,0.8006722146816612,False
GENE_000202,0.0227897498970614,1.0962766009405192,2.1380218557160258,0.0227897498970614,True
GENE_000203,0.4434816412068422,0.5237437866815103,1.437681187283285,0.4434816412068422,False
GENE_000204,0.2813332688707669,-1.3781089174418484,0.3847227589845123,0.2813332688707669,False
GENE_000205,0.3621668537463836,0.44269353565385366,1.3591394961713066,0.3621668537463836,False
GENE_000206,0.8025338919134283,-0.08012702976182565,0.9459743497130926,0.8025338919134283,False
GENE_000207,0.18735030473745073,0.526218522770195,1.4401494391869407,0.18735030473745073,False
GENE_000208,0.3983435157669063,0.5510044620663748,1.4651054059830224,0.3983435157669063,False
GENE_000209,0.13781440290862373,-0.7138603611935306,0.6096865558934835,0.13781440290862373,False
GENE_000210,0.7781181753725918,-0.1530751092527795,0.8993314901426304,0.7781181753725918,False
GENE_000211,0.32572497698699676,-0.29760123843294506,0.8136040475861396,0.32572497698699676,False
GENE_000212,0.566396156049899,0.23890134799819754,1.180093645352503,0.566396156049899,False
GENE_000213,0.8996016557048225,-0.05361023820060901,0.9635221662178418,0.8996016557048225,False
GENE_000214,0.08676377193775676,0.6880381741198632,1.6110912114637914,0.08676377193775676,False
GENE_000215,0.4642115151331926,0.5618548338894027,1.4761658642153408,0.4642115151331926,False
GENE_000216,0.8914566124673574,0.04796515949349356,1.033805769951865,0.8914566124673574,False
GENE_000217,0.1227898818912373,1.03857505731073,2.054197730162121,0.1227898818912373,False
GENE_000218,0.12442731541314273,-0.7118224604610135,0.6105483864255187,0.12442731541314273,False
GENE_000219,0.027965576570504688,-0.761487237552738,0.5898879167484496,0.027965576570504688,True
GENE_000220,0.20561558943086325,-0.6174151726692514,0.651837757526337,0.20561558943086325,False
GENE_000221,0.6266383519847716,0.22186707803360625,1.1662419137387852,0.6266383519847716,False
GENE_000222,0.5376957545844159,-0.285630901679154,0.8203827706358157,0.5376957545844159,False
GENE_000223,0.25341569746354586,-0.6194971514545182,0.6508977573332371,0.25341569746354586,False
GENE_000224,0.05882663254995121,-0.8254781129729604,0.5642951624945934,0.05882663254995121,False
GENE_000225,0.2328558867699119,0.5768482916903481,1.4915871688249176,0.2328558867699119,False
GENE_000226,0.1121340527716445,-0.8577668811223831,0.5518060267766609,0.1121340527716445,False
GENE_000227,0.6566024020247564,0.15704053522031988,1.1149975462328008,0.6566024020247564,False
GENE_000228,0.2711180414965142,-0.3891567737767801,0.7635757687536383,0.2711180414965142,False
GENE_000229,0.48596502664690755,0.2952288201806545,1.2270795840823967,0.48596502664690755,False
GENE_000230,0.5160062885088194,0.2981645457385702,1.2295790981818986,0.5160062885088194,False
GENE_000231,0.5856074138869161,-0.6078064431189848,0.6561936585670218,0.5856074138869161,False
GENE_000232,0.22048659887691535,0.6372952634130213,1.5554103710377412,0.22048659887691535,False
GENE_000233,0.972675225461997,-0.013280267319263381,0.9908370581165523,0.972675225461997,False
GENE_000234,0.903987224327367,0.04227331541669918,1.029735146025121,0.903987224327367,False
GENE_000235,0.22452639396370308,0.7444773585076907,1.6753672283283456,0.22452639396370308,False
GENE_000236,0.0935250596127953,0.6915006391341201,1.6149624705760637,0.0935250596127953,False
GENE_000237,0.31224289353251583,0.6871958059496913,1.6101507938496382,0.31224289353251583,False
GENE_000238,0.5645307805077449,0.23599326015853042,1.1777172876377897,0.5645307805077449,False
GENE_000239,0.24255942314163687,-0.5370811028950188,0.6891638331972986,0.24255942314163687,False
GENE_000240,0.4409219276261601,-0.35643077694504316,0.781094616881715,0.4409219276261601,False
GENE_000241,0.4655239342868022,-0.28334365217215546,0.8216844374881673,0.4655239342868022,False
GENE_000242,0.3134998149562808,-0.37653455188199364,0.7702856468278696,0.3134998149562808,False
GENE_000243,0.8836902942034356,-0.05167610940261085,0.9648147649051639,0.8836902942034356,False
GENE_000244,0.46495903745006384,0.2574424374935879,1.1953577341492216,0.46495903745006384,False
GENE_000245,0.7453592053209392,0.11242150661214337,1.0810411995170441,0.7453592053209392,False
GENE_000246,0.3801013280457222,0.3960685949512644,1.3159170906581144,0.3801013280457222,False
GENE_000247,0.07258336084871407,0.9406438759191713,1.9193846703949224,0.07258336084871407,False
GENE_000248,0.9087256853645453,-0.0603019824721339,0.959063348804588,0.9087256853645453,False
GENE_000249,0.8241416345005572,0.1134971403644303,1.081847494648093,0.8241416345005572,False
GENE_000250,0.9210879200981777,-0.057545954221312014,0.9608972304766608,0.9210879200981777,False
GENE_000251,0.5512709626165258,0.28193283667114766,1.2158226803689227,0.5512709626165258,False
GENE_000252,0.24052921103204866,-0.4097497599475588,0.7527539299505437,0.24052921103204866,False
GENE_000253,0.7700611397604777,0.13598594316803,1.0988435109941246,0.7700611397604777,False
GENE_000254,0.09319792480391437,-0.6697777608119243,0.628603512695843,0.09319792480391437,False
GENE_000255,0.6368699656760806,0.21831214519682077,1.1633717244076276,0.6368699656760806,False
GENE_000256,0.7017114041621002,-0.17922855249992403,0.8831751273345829,0.7017114041621002,False
GENE_000257,0.8792609441342617,-0.06840152158656494,0.9536940876157678,0.8792609441342617,False
GENE_000258,0.2759611034418437,-0.386243864921159,0.765119042631574,0.2759611034418437,False
GENE_000259,0.7818964224851203,-0.09899802360606788,0.9336812239941131,0.7818964224851203,False
GENE_000260,0.07135031659765989,0.666558478258903,1.5872820164491082,0.07135031659765989,False
GENE_000261,0.16857363357921448,0.6672206734625262,1.5880107441218456,0.16857363357921448,False
GENE_000262,0.37472989790994254,-0.44940739196165086,0.7323436070201793,0.37472989790994254,False
GENE_000263,0.6922356775521018,-0.14808589508651346,0.9024469960304843,0.6922356775521018,False
GENE_000264,0.9904663791836235,-0.00523634025916146,0.9963770243839333,0.9904663791836235,False
GENE_000265,0.370609365402371,-0.3444161174417883,0.787626677623928,0.370609365402371,False
GENE_000266,0.6812718874588587,-0.22731696036081533,0.8542220475343697,0.6812718874588587,False
GENE_000267,0.8201638199859534,-0.11980115436517413,0.9203144881772464,0.8201638199859534,False
GENE_000268,0.3623808991101046,-0.47917525404700756,0.7173876160232333,0.3623808991101046,False
GENE_000269,0.7383458317617535,-0.1412303907649967,0.9067455149091262,0.7383458317617535,False
GENE_000270,0.8248521575630953,-0.10240127822617122,0.9314813065216813,0.8248521575630953,False
GENE_000271,0.41498076045132226,0.300277616023661,1.231381343738159,0.41498076045132226,False
GENE_000272,0.026037998105049802,0.817559521664463,1.7624221374263023,0.026037998105049802,True
GENE_000273,0.2758855812399387,-0.485517752619191,0.7142406980481683,0.2758855812399387,False
GENE_000274,0.11620950449265259,0.7491442207963857,1.680795518874069,0.11620950449265259,False
GENE_000275,0.06791640009577096,-0.8133789121534425,0.5690475391873846,0.06791640009577096,False
GENE_000276,0.5495782174234152,0.2198754393862388,1.1646330290648113,0.5495782174234152,False
GENE_000277,0.8710261883043579,0.06947641507342374,1.0493357880799814,0.8710261883043579,False
GENE_000278,0.6787435260017596,-0.16160525747336,0.8940297485481478,0.6787435260017596,False
GENE_000279,0.7871862517414884,0.1508480678839507,1.1102219085396563,0.7871862517414884,False
GENE_000280,0.45182022031741886,-0.3348235149613056,0.7928811239106421,0.45182022031741886,False
GENE_000281,0.14760363763377793,-0.7318076329635791,0.6021489750059056,0.14760363763377793,False
GENE_000282,0.533560831218752,0.27040480434614234,1.2061462115638963,0.533560831218752,False
GENE_000283,0.8028719402111536,0.08370589396053306,1.0597367247479095,0.8028719402111536,False
GENE_000284,0.13755294809354845,-0.6606214785615577,0.6326057268451062,0.13755294809354845,False
GENE_000285,0.5973398366798647,-0.19809722400502214,0.8716994932537173,0.5973398366798647,False
GENE_000286,0.9126697201908811,0.06925788940236752,1.0491768567500546,0.9126697201908811,False
GENE_000287,0.5770873007969842,0.26799540948816664,1.204133549792375,0.5770873007969842,False
GENE_000288,0.1622760447155377,0.592557911740132,1.507917931226404,0.1622760447155377,False
GENE_000289,0.060498701841415106,0.8097075794553407,1.7528561193816503,0.060498701841415106,False
GENE_000290,0.981021145795802,-0.00891998579769489,0.9938362115591155,0.981021145795802,False
GENE_000291,0.816977988007572,0.15299125990026982,1.1118724215784554,0.816977988007572,False
GENE_000292,0.4065760371475502,-0.2773500748226556,0.8251051696640946,0.4065760371475502,False
GENE_000293,0.024002191483920132,0.8864582278797843,1.8486322130423976,0.024002191483920132,True
GENE_000294,0.389034204547426,0.5248900400507444,1.438823910933658,0.389034204547426,False
GENE_000295,0.5184314188679816,-0.3197694827262064,0.8011978846823175,0.5184314188679816,False
GENE_000296,0.7246734546484024,-0.1656381491295604,0.8915340787885534,0.7246734546484024,False
GENE_000297,0.07548290593058685,0.47436086585459886,1.3893026029426956,0.07548290593058685,False
GENE_000298,0.8764996568185525,0.06496398717463588,1.046058827549127,0.8764996568185525,False
GENE_000299,0.8386247471071765,-0.08792006818625857,0.9408782349685575,0.8386247471071765,False
GENE_000300,0.2221941611287448,0.4254861111404468,1.3430249541969663,0.2221941611287448,False
GENE_000301,0.25283540457557546,0.4790919801294928,1.3938661028577135,0.25283540457557546,False
GENE_000302,0.07038561790906613,0.6880154339891928,1.611065817229461,0.07038561790906613,False
GENE_000303,0.9581551717665684,0.019239248590824563,1.013424947030093,0.9581551717665684,False
GENE_000304,0.8930918688541175,0.05902565518528223,1.041761954308139,0.8930918688541175,False
GENE_000305,0.3155911919047142,0.5616867738756469,1.475993915189901,0.3155911919047142,False
GENE_000306,0.2743735003007662,-0.5609631855819998,0.6778494604130757,0.2743735003007662,False
GENE_000307,0.45041347598012316,-0.41094362745411284,0.7521312642516246,0.45041347598012316,False
GENE_000308,0.6625580588684533,0.210475078401776,1.15706914318357,0.6625580588684533,False
